TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
TOTAL;INTERNACIONAL DE;CIELOS DEL PERU   ;35.300;37.146;53.910;86.417;0;0;0;0;0;0
LAN PERU          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;575;1.559;1.970;1.991;0;0;0;0
 ; ;DE LIMA            ;2.841;545;503;583;747;513;1.095;1.695;1.408;1.652
 ; ;DE LOS ANGELES     ;7.746;1.982;0;0;0;0;0;0;0;0
 ; ;DE MIAMI           ;259;0;0;0;0;0;0;0;0;0
 ; ;DE NUEVA YORK      ;93;0;0;0;0;0;0;0;0;0
 ;A ARICA;DE LIMA            ;1;0;0;0;0;0;0;0;0;0
 ;A IQUIQUE;DE LOS ANGELES     ;0;89;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN PERU          ;10.940;2.616;1.078;2.142;2.717;2.504;1.095;1.695;1.408;1.652
LLOYD A. BOLIVIANO;A SANTIAGO;DE BUENOS AIRES    ;0;4;0;0;0;0;0;0;0;0
 ; ;DE CORDOBA         ;0;1;1;0;0;0;0;0;0;0
 ; ;DE COCHABAMBA      ;7;0;0;0;0;0;0;0;0;0
 ; ;DE LA PAZ          ;0;1;0;0;0;0;0;0;0;0
 ; ;DE SANTA CRUZ, BOL.;374;173;21;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LLOYD A. BOLIVIANO;381;179;22;0;0;0;0;0;0;0
GOL TRANS         ;A SANTIAGO;DE BUENOS AIRES    ;0;64;413;247;369;357;291;247;0;0
 ; ;DE ROSARIO, ARG.   ;0;0;0;0;0;0;1;0;0;0
 ; ;DE LIMA            ;0;0;292;249;108;0;0;0;0;0
 ; ;DE BELO HORIZONTE  ;0;0;3;0;0;0;0;0;0;0
 ; ;DE BRASILIA        ;0;0;0;0;1;0;0;0;0;0
 ; ;DE FLORIANAPOLIS   ;0;0;2;0;0;0;0;0;0;0
 ; ;DE PORTO ALEGRE    ;0;0;0;4;0;0;210;118;0;0
 ; ;DE RIO DE JANEIRO  ;0;8;11;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;52;343;12;11;1;7;0;0;0
TOTAL;INTERNACIONAL DE;GOL TRANS         ;0;124;1.064;512;489;358;509;365;0;0
T.A.M. LINEAS AEREAS;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;0;0;17;0;0
 ; ;DE RIO DE JANEIRO  ;15;0;5;0;0;0;0;2;0;0
 ; ;DE SAO PAULO       ;931;3.703;4.517;6.579;7.473;9.512;12.000;8.804;0;0
 ; ;DE ASUNCION        ;0;0;0;0;0;0;14;0;0;0
TOTAL;INTERNACIONAL DE;T.A.M. LINEAS AEREAS;946;3.703;4.522;6.579;7.473;9.512;12.014;8.823;0;0
VARIG             ;A SANTIAGO;DE BUENOS AIRES    ;1;0;0;0;0;0;0;0;0;0
 ; ;DE MENDOZA         ;1;0;0;0;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;107;31;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;9.779;2.017;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VARIG             ;9.888;2.048;0;0;0;0;0;0;0;0
VARIG LOG SA      ;A SANTIAGO;DE BUENOS AIRES    ;0;0;79;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;0;1.898;3.075;1.211;0;0;0;0;0
 ; ;DE LOS ANGELES     ;0;3.242;2.938;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VARIG LOG SA      ;0;3.242;4.915;3.075;1.211;0;0;0;0;0
VRG LINHAS AEREAS ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;3;1;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;0;27;482;48;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VRG LINHAS AEREAS ;0;0;27;485;49;0;0;0;0;0
T.A.M.            ;A SANTIAGO;DE ASUNCION        ;196;156;110;178;173;192;173;129;0;0
 ; ;DE CIUDAD DEL ESTE ;0;0;0;67;4;0;0;0;0;0
TOTAL;INTERNACIONAL DE;T.A.M.            ;196;156;110;245;177;192;173;129;0;0
PLUNA             ;A SANTIAGO;DE FLORIANAPOLIS   ;0;0;92;0;0;1;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;0;37;0;0;0;0;0;0;0
 ; ;DE SALVADOR BAHIA  ;0;0;46;0;0;0;0;0;0;0
 ; ;DE ASUNCION        ;0;0;0;0;7;0;0;0;0;0
 ; ;DE MONTEVIDEO      ;459;241;342;73;29;82;4;0;0;0
 ; ;DE PTA. DEL ESTE   ;0;0;29;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;PLUNA             ;459;241;546;73;36;83;4;0;0;0
LAN ECUADOR       ;A SANTIAGO;DE BUENOS AIRES    ;0;2;0;7;157;63;129;9;3;1
 ; ;DE GUAYAQUIL       ;0;674;703;381;339;887;1.466;1.380;704;463
 ; ;DE QUITO           ;0;107;291;218;260;147;195;164;282;66
 ; ;DE MIAMI           ;0;0;149;0;0;79;0;0;0;0
 ; ;DE NUEVA YORK      ;0;37;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN ECUADOR       ;0;820;1.143;606;756;1.176;1.790;1.553;989;530
AVIANCA           ;A SANTIAGO;DE LIMA            ;0;0;0;6;8;0;1;0;0;0
 ; ;DE BOGOTA          ;3.709;3.362;3.809;4.035;4.961;3.676;5.016;12.237;11.773;9.688
TOTAL;INTERNACIONAL DE;AVIANCA           ;3.709;3.362;3.809;4.041;4.969;3.676;5.017;12.237;11.773;9.688
LAN COLOMBIA      ;A SANTIAGO;DE BOGOTA          ;0;0;0;0;0;0;0;0;2.169;7.572
TOTAL;INTERNACIONAL DE;LAN COLOMBIA      ;0;0;0;0;0;0;0;0;2.169;7.572
LANCO (CARGA)     ;A SANTIAGO;DE CURITIBA        ;0;0;0;0;0;0;0;7;3;0
 ; ;DE BOGOTA          ;0;0;0;0;0;0;0;78;0;0
 ; ;DE MIAMI           ;0;0;0;0;0;0;306;120;193;0
 ; ;DE AMSTERDAM       ;0;0;0;0;0;0;0;6.195;58;0
 ;A IQUIQUE;DE BOGOTA          ;0;0;0;0;0;0;0;0;14;0
 ; ;DE MIAMI           ;0;0;0;0;0;0;0;0;476;0
 ; ;DE AMSTERDAM       ;0;0;0;0;0;0;0;82;0;0
TOTAL;INTERNACIONAL DE;LANCO (CARGA)     ;0;0;0;0;0;0;306;6.482;744;0
TAMPA             ;A SANTIAGO;DE BUENOS AIRES    ;0;20;0;0;0;0;0;0;0;0
 ; ;DE BOGOTA          ;263;450;0;0;0;0;0;0;0;0
 ; ;DE CALI            ;156;0;0;0;0;0;0;0;0;0
 ; ;DE MEDELLIN        ;5.106;11.957;3.472;0;0;0;0;0;0;0
 ; ;DE MIAMI           ;0;0;784;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;TAMPA             ;5.525;12.427;4.256;0;0;0;0;0;0;0
C.O.P.A.          ;A SANTIAGO;DE LIMA            ;0;0;0;0;0;0;1;0;0;0
 ; ;DE C.DE PANAMA     ;669;448;460;493;1.300;1.734;1.326;776;581;932
TOTAL;INTERNACIONAL DE;C.O.P.A.          ;669;448;460;493;1.300;1.734;1.327;776;581;932
AEROMEXICO        ;A SANTIAGO;DE LIMA            ;0;0;4;0;0;0;0;0;0;0
 ; ;DE C. DE MEXICO    ;4.974;5.986;5.389;5.205;6.750;5.610;7.372;10.511;4.872;8.895
 ; ;DE CANCUN, MEX.    ;0;0;0;16;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROMEXICO        ;4.974;5.986;5.393;5.221;6.750;5.610;7.372;10.511;4.872;8.895
TOTALES;LINEAS AEREAS;LATINOAMERICANAS  ;74.304;74.980;82.721;110.603;26.238;25.017;29.656;42.827;22.610;29.309
AIR CANADA        ;A SANTIAGO;DE BUENOS AIRES    ;578;657;600;1.459;410;1.518;1.550;1.840;1.592;1.374
 ; ;DE LIMA            ;0;0;11;7;0;0;0;0;0;0
 ; ;DE CALGARY         ;0;0;0;26;0;0;0;0;0;0
 ; ;DE TORONTO         ;6.610;7.042;10.935;11.200;7.406;9.298;12.047;13.396;13.121;12.967
TOTAL;INTERNACIONAL DE;AIR CANADA        ;7.188;7.699;11.546;12.692;7.816;10.816;13.597;15.236;14.713;14.341
AMERICAN AIRLINES ;A SANTIAGO;DE MENDOZA         ;0;0;0;0;0;2;0;0;0;0
 ; ;DE CANCUN, MEX.    ;0;0;0;0;0;0;59;0;0;0
 ; ;DE DALLAS, US.     ;19.187;21.932;15.359;13.901;13.022;11.391;11.986;6.769;9.809;7.837
 ; ;DE MIAMI           ;10.274;12.698;10.095;9.548;7.522;6.038;4.516;2.302;1.784;2.284
TOTAL;INTERNACIONAL DE;AMERICAN AIRLINES ;29.461;34.630;25.454;23.449;20.544;17.431;16.561;9.071;11.593;10.121
ARROW CARGO       ;A SANTIAGO;DE MIAMI           ;0;1.977;2.324;10.789;699;3.733;0;0;0;0
TOTAL;INTERNACIONAL DE;ARROW CARGO       ;0;1.977;2.324;10.789;699;3.733;0;0;0;0
ATLAS AIR INC.    ;A SANTIAGO;DE BUENOS AIRES    ;90;0;0;110;0;0;0;280;168;244
 ; ;DE MANAUS, BRASIL  ;6.480;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;13;826;0;0;3.991;2.334;1.651;875;2.790;2.935
 ; ;DE CIUDAD DEL ESTE ;0;0;0;0;0;0;0;19;59;0
 ; ;DE MIAMI           ;1.450;6.183;31.394;10.892;19.323;39.554;48.685;57.887;78.154;76.697
 ; ;DE ORLANDO, US.    ;0;0;0;232;0;0;0;0;0;0
 ;A IQUIQUE;DE MIAMI           ;203;249;0;294;0;0;0;0;0;0
 ; ;DE NUEVA YORK      ;0;0;0;103;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;ATLAS AIR INC.    ;8.236;7.258;31.394;11.631;23.314;41.888;50.336;59.061;81.171;79.876
CENTURION AIR CARGO;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;0;75;1.108;276;0
 ; ;DE LIMA            ;0;0;0;0;0;0;0;105;87;0
 ; ;DE BELO HORIZONTE  ;0;0;0;0;0;0;0;0;39;0
 ; ;DE CURITIBA        ;0;0;0;0;0;0;0;0;0;52
 ; ;DE MANAUS, BRASIL  ;0;0;0;0;0;0;0;413;0;0
 ; ;DE RIO DE JANEIRO  ;0;0;0;0;0;0;0;36;206;0
 ; ;DE SAO PAULO       ;0;0;0;0;0;0;0;961;520;516
 ; ;DE CIUDAD DEL ESTE ;0;0;0;0;0;0;0;458;1.096;277
 ; ;DE MONTEVIDEO      ;0;0;0;0;0;0;73;153;545;27
 ; ;DE GUAYAQUIL       ;0;0;0;0;0;0;259;0;0;0
 ; ;DE BARRANQUILLA    ;0;0;0;0;0;0;0;375;0;0
 ; ;DE CARACAS         ;0;0;0;0;0;0;0;0;912;323
 ; ;DE PORLAMAR, VEZ.  ;0;0;0;0;0;0;0;0;328;0
 ; ;DE VALENCIA VEN.   ;0;0;0;0;0;0;0;0;383;0
 ; ;DE BARBADOS        ;0;0;0;0;0;0;0;430;0;0
 ; ;DE MIAMI           ;0;0;0;0;50.527;82.875;87.239;43.431;15.899;4.277
 ; ;DE CABO VERDE      ;0;0;0;0;0;0;464;0;0;0
 ;A IQUIQUE;DE LIMA            ;0;0;0;0;0;0;0;27;0;0
 ; ;DE MANAUS, BRASIL  ;0;0;0;0;0;0;0;66;0;0
 ; ;DE RIO DE JANEIRO  ;0;0;0;0;0;0;0;9;0;0
 ; ;DE SAO PAULO       ;0;0;0;0;0;0;0;10;0;0
 ; ;DE MIAMI           ;0;0;0;0;0;0;0;92;0;0
TOTAL;INTERNACIONAL DE;CENTURION AIR CARGO;0;0;0;0;50.527;82.875;88.110;47.674;20.291;5.472
DELTA AIRLINES    ;A SANTIAGO;DE ATLANTA         ;21.874;16.006;8.163;5.924;5.623;5.529;5.529;5.670;5.670;5.884
 ; ;DE DALLAS, US.     ;0;0;16;16;0;0;0;0;0;0
 ; ;DE MIAMI           ;0;0;0;13;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;DELTA AIRLINES    ;21.874;16.006;8.179;5.953;5.623;5.529;5.529;5.670;5.670;5.884
POLAR AIR CARGO   ;A SANTIAGO;DE PORTO ALEGRE    ;0;0;0;3;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;7.198;9.870;10.372;6.588;0;0;0;0;0;0
 ; ;DE BOGOTA          ;92;0;0;0;0;0;0;0;0;0
 ; ;DE CAYO LARGO DEL S;0;202;0;0;0;0;0;0;0;0
 ; ;DE CIEGO DE AVILA  ;0;0;0;29;0;0;0;0;0;0
 ; ;DE SANTO DOMINGO   ;0;0;2;0;0;0;0;0;0;0
 ; ;DE C. DE MEXICO    ;13;0;17;0;0;0;0;0;0;0
 ; ;DE MONTREAL        ;194;0;0;23;0;0;0;0;0;0
 ; ;DE TORONTO         ;34;35;41;0;0;0;0;0;0;0
 ; ;DE ATLANTA         ;0;236;462;24;0;0;0;0;0;0
 ; ;DE CHICAGO         ;0;279;0;148;0;0;0;0;0;0
 ; ;DE DALLAS, US.     ;256;0;0;0;0;0;0;0;0;0
 ; ;DE LOS ANGELES     ;14;81;144;0;0;0;0;0;0;0
 ; ;DE MIAMI           ;23.549;33.411;33.464;17.736;0;0;0;0;0;0
 ; ;DE ORLANDO, US.    ;3.088;1.435;386;110;0;0;0;0;0;0
 ; ;DE FRANKFURT       ;30;0;313;404;0;0;0;0;0;0
 ; ;DE HERNING         ;0;0;1;0;0;0;0;0;0;0
 ; ;DE PARIS           ;0;0;0;179;0;0;0;0;0;0
 ; ;DE MILAN           ;0;0;48;23;0;0;0;0;0;0
 ; ;DE LUXEMBURGO      ;0;0;983;609;0;0;0;0;0;0
 ; ;DE OSLO            ;5;0;0;42;0;0;0;0;0;0
 ; ;DE BIRMINGHAM      ;0;0;44;0;0;0;0;0;0;0
 ; ;DE LONDRES         ;0;0;396;0;0;0;0;0;0;0
 ; ;DE ZURICH          ;0;0;88;0;0;0;0;0;0;0
 ; ;DE AMSTERDAM       ;19;386;653;217;0;0;0;0;0;0
 ; ;DE INCHEON         ;2.346;2.538;110;0;0;0;0;0;0;0
 ; ;DE SEUL            ;1.536;240;0;0;0;0;0;0;0;0
 ; ;DE HONG KONG       ;169;253;102;109;0;0;0;0;0;0
 ; ;DE TOKYO           ;736;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;POLAR AIR CARGO   ;39.279;48.966;47.626;26.244;0;0;0;0;0;0
UNITED AIRLINES   ;A SANTIAGO;DE HOUSTON         ;0;0;0;0;0;0;0;0;0;296
TOTAL;INTERNACIONAL DE;UNITED AIRLINES   ;0;0;0;0;0;0;0;0;0;296
TOTALES;LINEAS AEREAS;NORTEAMERICANAS   ;106.038;116.536;126.523;90.758;108.523;162.272;174.133;136.712;133.438;115.990
LUFTHANSA         ;A SANTIAGO;DE BUENOS AIRES    ;238;0;0;0;0;0;0;0;0;0
 ; ;DE BRASILIA        ;0;3;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;1.091;182;0;0;0;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;42;0;0;0;0;0;0;0;0;0
 ; ;DE FRANKFURT       ;19.236;5.442;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LUFTHANSA         ;20.607;5.627;0;0;0;0;0;0;0;0
AIR COMET         ;A SANTIAGO;DE MADRID          ;0;0;2.156;2.501;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR COMET         ;0;0;2.156;2.501;0;0;0;0;0;0
AIR EUROPA        ;A SANTIAGO;DE SALVADOR BAHIA  ;0;0;0;0;0;0;0;0;0;1.712
TOTAL;INTERNACIONAL DE;AIR EUROPA        ;0;0;0;0;0;0;0;0;0;1.712
AIR MADRID        ;A SANTIAGO;DE FORTALEZA       ;0;175;0;0;0;0;0;0;0;0
 ; ;DE QUITO           ;0;19;0;0;0;0;0;0;0;0
 ; ;DE MADRID          ;1.616;2.096;0;0;0;0;0;0;0;0
 ; ;DE TENERIFE        ;72;109;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR MADRID        ;1.688;2.399;0;0;0;0;0;0;0;0
IBERIA            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;2;0;0;0;0
 ; ;DE SAO PAULO       ;0;28;0;0;0;0;0;0;0;0
 ; ;DE CARACAS         ;0;0;0;0;39;0;0;0;0;0
 ; ;DE BARCELONA ESP.  ;189;0;0;0;0;0;0;0;0;0
 ; ;DE LAS PALMAS, ESP.;0;0;59;0;0;0;0;0;0;0
 ; ;DE MADRID          ;27.699;31.459;35.656;28.396;29.821;40.435;44.850;45.099;47.901;23.170
TOTAL;INTERNACIONAL DE;IBERIA            ;27.888;31.487;35.715;28.396;29.860;40.437;44.850;45.099;47.901;23.170
AIR FRANCE        ;A SANTIAGO;DE BUENOS AIRES    ;456;1.231;593;0;13;8;0;0;0;0
 ; ;DE SAO PAULO       ;73;0;38;0;0;0;0;0;0;0
 ; ;DE MADRID          ;0;0;146;0;0;0;0;0;0;0
 ; ;DE PARIS           ;12.981;15.068;19.455;18.812;16.293;23.396;17.087;11.755;15.264;14.232
TOTAL;INTERNACIONAL DE;AIR FRANCE        ;13.510;16.299;20.232;18.812;16.306;23.404;17.087;11.755;15.264;14.232
CARGOLUX AIRLINES ;A SANTIAGO;DE LATACUNGA       ;26;0;0;0;0;0;0;0;0;0
 ; ;DE C.DE PANAMA     ;237;1.169;1.831;2.772;1.934;2.765;0;0;0;0
 ; ;DE HANOVER         ;0;0;0;0;0;0;0;0;0;969
 ; ;DE LUXEMBURGO      ;27.038;30.750;32.027;30.235;23.933;16.571;0;0;16.570;28.505
 ;A IQUIQUE;DE HANOVER         ;0;0;0;0;0;0;0;383;0;0
TOTAL;INTERNACIONAL DE;CARGOLUX AIRLINES ;27.301;31.919;33.858;33.007;25.867;19.336;0;383;16.570;29.474
SWISSAIR          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;3;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;19;7;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;1.293;1.686;3.737;1.042;0;0;0;0;0
 ; ;DE ZURICH          ;0;5.838;11.276;13.640;3.701;0;0;0;0;0
TOTAL;INTERNACIONAL DE;SWISSAIR          ;0;7.150;12.969;17.380;4.743;0;0;0;0;0
K.L.M.            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;0;0;0;0;313
TOTAL;INTERNACIONAL DE;K.L.M.            ;0;0;0;0;0;0;0;0;0;313
MARTINAIR HOLLAND ;A SANTIAGO;DE SAN JUAN, P.R.  ;0;589;0;334;0;0;0;0;0;0
 ; ;DE MIAMI           ;0;0;0;9.779;27.650;27.604;33.763;31.815;26.593;25.224
 ; ;DE AMSTERDAM       ;64.451;75.349;69.074;65.299;73.091;78.025;98.348;111.619;104.312;81.349
TOTAL;INTERNACIONAL DE;MARTINAIR HOLLAND ;64.451;75.938;69.074;75.412;100.741;105.629;132.111;143.434;130.905;106.573
TOTALES;LINEAS AEREAS;EUROPEAS          ;155.445;170.819;174.004;175.508;177.517;188.806;194.048;200.671;210.640;175.474
QANTAS AIRWAYS    ;A SANTIAGO;DE SYDNEY          ;0;0;0;0;0;0;0;1.169;0;5.777
TOTAL;INTERNACIONAL DE;QANTAS AIRWAYS    ;0;0;0;0;0;0;0;1.169;0;5.777
TOTALES;LINEAS AEREAS;PACIFICO SUR      ;0;0;0;0;0;0;0;1.169;0;5.777
TOTAL;GENERAL;DE DATOS;616.563;685.108;728.708;744.723;643.405;779.831;791.312;756.711;736.596;693.853
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
TONELADAS DE CARGA-KILOMETROS (en Miles) SALIDAS DE CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;DESDE:;LLEGAN:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;106;0;0;0
 ; ;A VARADERO        ;0;0;0;0;0;0;0;0;0;43
 ; ;A PUNTA CANA, R.D.;0;0;0;0;0;0;0;0;0;52
 ; ;A CANCUN, MEX.    ;0;0;0;0;0;0;0;0;0;80
TOTAL;INTERNACIONAL DE;PAL AIRLINES;0;0;0;0;0;0;106;0;0;175
LAN CARGO            ;DE SANTIAGO;A BUENOS AIRES    ;112;350;378;192;897;661;800;422;1.579;509
 ; ;A CORDOBA         ;0;0;0;0;5;0;0;0;0;0
 ; ;A TUCUMAN         ;0;0;0;0;0;27;0;0;0;0
 ; ;A LIMA            ;1.799;1.362;2.487;1.795;1.979;2.658;1.800;2.122;1.846;1.439
 ; ;A SANTA CRUZ, BOL.;0;0;0;0;0;22;0;31;0;0
 ; ;A BRASILIA        ;0;0;0;0;0;0;0;0;0;79
 ; ;A CURITIBA        ;0;0;0;0;0;0;0;173;78;0
 ; ;A MANAUS, BRASIL  ;0;0;69;0;0;0;0;160;204;0
 ; ;A PORTO ALEGRE    ;0;0;0;0;88;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;0;0;0;119;0;0;0;0;254;0
 ; ;A SAO PAULO       ;0;0;97;0;916;703;551;765;5.315;16.538
 ; ;A VITORIA, BRA.   ;0;110;0;0;0;0;0;0;0;0
 ; ;A ASUNCION        ;0;0;0;84;60;0;67;0;74;79
 ; ;A CIUDAD DEL ESTE ;0;0;0;0;0;0;32;0;0;63
 ; ;A MONTEVIDEO      ;0;68;32;30;127;17;50;0;89;35
 ; ;A GUAYAQUIL       ;0;8;194;288;270;32;249;45;2;72
 ; ;A QUITO           ;0;65;146;1.326;1.220;702;1.579;1.225;2.650;1.473
 ; ;A BOGOTA          ;0;0;0;0;0;0;59;1;4.736;6.315
 ; ;A MEDELLIN        ;0;0;0;0;0;19;0;0;0;293
 ; ;A CARACAS         ;0;0;6.245;10.087;2.979;4.721;4.178;5.272;497;111
 ; ;A VALENCIA VEN.   ;0;0;0;0;0;41;742;490;138;0
 ; ;A BARBADOS        ;0;221;0;0;0;0;0;0;0;0
 ; ;A C.DE PANAMA     ;0;0;0;49;814;596;0;4;0;123
 ; ;A SANTO DOMINGO   ;62;0;0;0;0;0;0;0;0;0
 ; ;A PTO.ESPA_A TyT. ;0;0;0;0;0;28;0;0;0;0
 ; ;A C. DE MEXICO    ;0;0;0;0;0;0;0;142;0;0
 ; ;A ATLANTA         ;0;0;0;0;0;383;0;0;0;0
 ; ;A LOS ANGELES     ;0;0;0;2.524;0;0;0;0;0;0
 ; ;A MIAMI           ;118.169;129.057;148.227;144.764;75.080;101.809;109.598;144.405;121.925;137.469
 ; ;A FRANKFURT       ;0;200;0;0;0;0;0;0;0;0
 ; ;A LONDRES         ;0;0;251;0;0;0;0;0;0;0
 ; ;A AMSTERDAM       ;0;0;0;0;56;49;133;132;144;0
 ;DE IQUIQUE;A BUENOS AIRES    ;0;0;114;109;0;0;0;0;68;0
 ; ;A LIMA            ;26;104;26;266;143;131;72;9;0;0
 ; ;A GUAYAQUIL       ;0;0;0;0;0;0;103;0;0;0
 ; ;A QUITO           ;0;37;60;200;0;6;37;0;0;0
 ; ;A BOGOTA          ;0;0;0;0;0;4;0;0;0;0
 ; ;A CARACAS         ;0;0;3.488;4.773;2.262;5.494;7.749;8.191;84;360
 ; ;A VALENCIA VEN.   ;0;0;0;318;0;0;308;0;0;0
 ; ;A C.DE PANAMA     ;0;0;0;0;0;0;154;0;0;0
 ; ;A TORONTO         ;0;0;0;0;496;0;0;0;0;0
 ; ;A ATLANTA         ;0;0;0;0;0;0;0;0;314;0
 ; ;A LOS ANGELES     ;0;0;0;909;0;0;0;0;0;0
 ; ;A MIAMI           ;5.681;10.809;32.965;15.663;9.528;17.807;9.126;17.255;17.855;7.378
 ;DE ANTOFAGASTA;A LIMA            ;0;4;0;0;0;0;0;0;0;0
 ; ;A QUITO           ;0;0;0;4;0;0;0;0;0;0
 ; ;A CARACAS         ;0;0;0;194;0;0;0;386;0;0
 ; ;A MIAMI           ;0;560;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN CARGO            ;125.849;142.955;194.779;183.694;96.920;135.910;137.387;181.230;157.852;172.336
LAN AIRLINES         ;DE SANTIAGO;A BARILOCHE       ;0;1;0;0;0;0;0;0;0;0
 ; ;A BUENOS AIRES    ;9.074;8.273;10.328;6.774;5.624;5.855;4.674;4.762;4.971;3.945
 ; ;A CORDOBA         ;172;136;130;136;132;109;105;118;124;110
 ; ;A MENDOZA         ;28;24;19;18;15;17;18;11;10;10
 ; ;A RIO GALLEGOS ARG;0;0;0;4;0;0;0;0;0;0
 ; ;A ROSARIO, ARG.   ;103;100;106;82;0;0;0;0;0;0
 ; ;A USHUAIA, ARG.   ;2;0;0;0;0;0;0;0;0;0
 ; ;A CHICLAYO        ;0;13;0;0;0;0;0;0;0;0
 ; ;A LIMA            ;6.872;9.879;13.166;16.253;12.660;13.399;12.210;17.507;23.201;25.624
 ; ;A LA PAZ          ;221;279;331;362;391;61;110;31;31;40
 ; ;A SANTA CRUZ, BOL.;0;46;60;79;83;2;10;3;0;1
 ; ;A MANAUS, BRASIL  ;151;0;0;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;109;120;50;26;120;663;349;2.503;692;709
 ; ;A SALVADOR BAHIA  ;3;0;0;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;410;3.174;8.253;8.931;7.482;10.876;11.202;19.323;14.649;15.737
 ; ;A ASUNCION        ;0;102;14;0;0;0;0;0;0;0
 ; ;A MONTEVIDEO      ;1.228;1.642;1.681;1.163;1.059;1.287;1.206;1.227;1.300;1.137
 ; ;A GUAYAQUIL       ;961;104;23;33;81;82;191;48;59;249
 ; ;A QUITO           ;1.381;509;82;0;0;0;0;0;19;0
 ; ;A BOGOTA          ;2.995;3.631;4.277;4.509;5.091;6.443;7.938;15.228;20.584;13.418
 ; ;A CARACAS         ;9.216;14.272;9.709;3.448;2.422;2.318;1.816;2.090;2.126;2.001
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;1;0;0;0
 ; ;A PTO.STANLEY     ;55;36;53;37;37;9;9;4;0;0
 ; ;A LA HAVANA       ;1.040;849;997;268;832;558;111;0;0;0
 ; ;A SAN SALVADOR    ;7;0;0;0;0;0;0;0;0;0
 ; ;A PUNTA CANA, R.D.;515;1.562;140;13;56;29;58;54;15;14
 ; ;A C. DE MEXICO    ;7.166;9.669;10.457;11.645;26.772;30.793;30.157;31.973;31.355;29.229
 ; ;A CANCUN, MEX.    ;250;138;77;92;17;138;11;8;29;45
 ; ;A GUADALAJARA     ;89;0;0;0;0;0;0;0;0;0
 ; ;A TORONTO         ;0;0;0;95;440;3.611;2.028;0;0;0
 ; ;A LOS ANGELES     ;15.920;15.063;31.300;29.916;31.794;32.019;34.924;32.595;44.757;38.038
 ; ;A LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;7.221
 ; ;A MIAMI           ;133.102;105.329;101.509;97.895;93.368;92.661;106.959;119.180;116.637;108.333
